"Reference","Qty","Value","DNP","Exclude from BOM","Exclude from Board","Footprint","Datasheet","DIGIKEY_PART_NUMBER","MANUFACTURER","MANUFACTURER_PART_NUMBER","Description"
"D3","1","DF6A6.8FUT1G","","","","Package_TO_SOT_SMD:SOT-363_SC-70-6","https://www.onsemi.com/pdf/datasheet/df6a6.8fut1-d.pdf","DF6A6.8FUT1GOSCT-ND","","DF6A6.8FUT1G","TVS DIODE 5VWM SC88/SC706/SOT363"
"D4","1","12V","","","","","","","","","Zener diode"
"D5","1","IN-P55TATRGB","","","","Library:LED_IN-P55TATRGB","https://www.inolux-corp.com/datasheet/SMDLED/RGB%20Top%20View/IN-P55TATRGB.pdf","1830-1098-1-ND","","IN-P55TATRGB","LED RGB CLEAR 6PLCC SMD"
"D6","1","SMF5V0A","","","","Diode_SMD:D_SMF","https://www.vishay.com/doc?85881","","","","200W unidirectional Transil Transient Voltage Suppressor, 5Vrwm, SMF"
"D7","1","1.5SMCxxA","","","","Diode_SMD:D_SMC","https://www.vishay.com/docs/88303/15smc.pdf","","","","1500W unidirectional TVS diode, SMC (DO-201AB)"
"D8","1","SZESD7410MXWT5G","","","","","","","","",""
"D9","1","SZESD7410MXWT5G","","","","","","","","",""
"D10","1","BAT54J","","","","Diode_SMD:D_SOD-323F","https://assets.nexperia.com/documents/data-sheet/BAT54J.pdf","","","","30V 200mA Schottky diode, SOD-323F"
"D11","1","BAS16W","","","","Package_TO_SOT_SMD:SOT-323_SC-70","https://assets.nexperia.com/documents/data-sheet/BAS16_SER.pdf","","","","100V, 0.175A, High-speed Switching Diode, SOT-323"
"D12","1","BAT54S","","","","Package_TO_SOT_SMD:SOT-23","https://www.diodes.com/assets/Datasheets/ds11005.pdf","","","","Vr 30V, If 200mA, Dual schottky barrier diode, in series, SOT-323"
"D13","1","SMAJ15CA","","","","DO-214AC","https://www.we-online.com/catalog/datasheet/824501151.pdf","732-SMAJ15CATR-ND","","SMAJ15CA","TVS DIODE 15VWM 24.4VC DO214AC"
"D14","1","SMAJ15CA","","","","DO-214AC","https://www.we-online.com/catalog/datasheet/824501151.pdf","732-SMAJ15CATR-ND","","SMAJ15CA","TVS DIODE 15VWM 24.4VC DO214AC"
"D15","1","BAT54J","","","","Diode_SMD:D_SOD-323F","https://assets.nexperia.com/documents/data-sheet/BAT54J.pdf","","","","30V 200mA Schottky diode, SOD-323F"
"D16","1","3V3","","","","","","","","","Zener diode"
"D17","1","BAT54J","","","","Diode_SMD:D_SOD-323F","https://assets.nexperia.com/documents/data-sheet/BAT54J.pdf","","","","30V 200mA Schottky diode, SOD-323F"
"D18","1","BAT54S","","","","Package_TO_SOT_SMD:SOT-23","https://www.diodes.com/assets/Datasheets/ds11005.pdf","","","","Vr 30V, If 200mA, Dual schottky barrier diode, in series, SOT-323"
"D19","1","BAT54S","","","","Package_TO_SOT_SMD:SOT-23","https://www.diodes.com/assets/Datasheets/ds11005.pdf","","","","Vr 30V, If 200mA, Dual schottky barrier diode, in series, SOT-323"
"D20","1","3V3","","","","","","","","","Zener diode"
"D21","1","3V3","","","","","","","","","Zener diode"
"FB1","1","600","","","","1206","https://www.murata.com/en-us/products/productdata/8801529331742/ENFA0091.pdf","490-16533-1-ND","Murata Electronics","BLM31KN601SN1L","FERRITE BEAD 600 OHM 1206 1LN"
"FB2","1","600","","","","1206","https://www.murata.com/en-us/products/productdata/8801529331742/ENFA0091.pdf","490-16533-1-ND","Murata Electronics","BLM31KN601SN1L","FERRITE BEAD 600 OHM 1206 1LN"
"FB3","1","600","","","","1206","https://www.murata.com/en-us/products/productdata/8801529331742/ENFA0091.pdf","490-16533-1-ND","Murata Electronics","BLM31KN601SN1L","FERRITE BEAD 600 OHM 1206 1LN"
"FB4","1","120","","","","0402","https://www.murata.com/en-us/products/productdata/8796742189086/QNFA9111.pdf","490-15018-1-ND","Murata Electronics","BLM15HB121SH1D","FERRITE BEAD 120 OHM 0402 1LN"
"FB5","1","600","","","","1206","https://www.murata.com/en-us/products/productdata/8801529331742/ENFA0091.pdf","490-16533-1-ND","Murata Electronics","BLM31KN601SN1L","FERRITE BEAD 600 OHM 1206 1LN"
"FB6","1","600","","","","1206","https://www.murata.com/en-us/products/productdata/8801529331742/ENFA0091.pdf","490-16533-1-ND","Murata Electronics","BLM31KN601SN1L","FERRITE BEAD 600 OHM 1206 1LN"
"FB7","1","600","","","","1206","https://www.murata.com/en-us/products/productdata/8801529331742/ENFA0091.pdf","490-16533-1-ND","Murata Electronics","BLM31KN601SN1L","FERRITE BEAD 600 OHM 1206 1LN"
"FB8","1","600","","","","1206","https://www.murata.com/en-us/products/productdata/8801529331742/ENFA0091.pdf","490-16533-1-ND","Murata Electronics","BLM31KN601SN1L","FERRITE BEAD 600 OHM 1206 1LN"
"FB9","1","600","","","","1206","https://www.murata.com/en-us/products/productdata/8801529331742/ENFA0091.pdf","490-16533-1-ND","Murata Electronics","BLM31KN601SN1L","FERRITE BEAD 600 OHM 1206 1LN"
"FB10","1","600","","","","1206","https://www.murata.com/en-us/products/productdata/8801529331742/ENFA0091.pdf","490-16533-1-ND","Murata Electronics","BLM31KN601SN1L","FERRITE BEAD 600 OHM 1206 1LN"
"J1","1","0826-1X1T-HS-F","","","","","https://www.belfuse.com/resources/brochures/magneticsolutions/br-mag-1g_2gbase-t-100w-poe-icms.pdf","507-2168-ND","Bel Fuse","0826-1X1T-HS-F","CONN JACK 1PORT 1000 BASE-T PCB"
"J2","1","Conn_01x04_Pin","","","","","","","","","Generic connector, single row, 01x04, script generated"
"J3","1","Conn_01x06_Pin","","","","Library:GCT_BG055-06A-1-0450-0530-0350-L-D","https://gct.co/files/specs/2.54mm-header-spec.pdf","2073-BG055-06A-1-0450-0530-0350-L-D-ND","","BG055-06A-1-0450-0530-0350-L-D","6W, 2.54MM PITCH PIN HDR, SIL, S"
"J4","1","Conn_01x14_Pin","","","","","","","","","Generic connector, single row, 01x14, script generated"
"J5","1","USB4120-03-C_REVA6","","","","USB4120-03-C_REVA6:GCT_USB4120-03-C_REVA6","","","Global Connector Technology","",""
"J6","1","DE9_Socket_MountingHoles","","","","","","","","","9-pin D-SUB connector, socket (female), Mounting Hole"
"J7","1","Conn_Coaxial","","","","","","","","","coaxial connector (BNC, SMA, SMB, SMC, Cinch/RCA, LEMO, ...)"
"J8","1","Conn_Coaxial","","","","","","","","","coaxial connector (BNC, SMA, SMB, SMC, Cinch/RCA, LEMO, ...)"
"J9","1","Conn_Coaxial","","","","","","","","","coaxial connector (BNC, SMA, SMB, SMC, Cinch/RCA, LEMO, ...)"
"J10","1","Conn_01x02_Pin","","","","","","","","","Generic connector, single row, 01x02, script generated"
"J11","1","Conn_01x08_Pin","","","","","","","","","Generic connector, single row, 01x08, script generated"
"K1","1","G6K-2F-Y DC3","","","","","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","Miniature 2-pole relay, Single-side Stable"
"L1","1","47nH","","","","0402","https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-0010.pdf","490-2631-1-ND","Murata Electronics","LQG15HS47NJ02D","FIXED IND 47NH 300MA 720 MOHM"
"L2","1","6.8uH","","","","","https://www.bourns.com/docs/Product-Datasheets/SRP1265A.pdf","SRP1265A-6R8MTR-ND","","SRP1265A-6R8M","FIXED IND 6.8UH 11.5A 11.5 MOHM"
"L3","1","2.2uH","","","","","https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-dr-high-power-density-high-efficiency-shielded-drum-core-power-inductors-data-sheet.pdf","283-DR73-2R2-RTR-ND","","DR73-2R2-R","FIXED IND 2.2UH 4.15A 16.5 MOHM"
"L4","1","2.2uH","","","","","","","","","Inductor"
"L5","1","2.2uH","","","","","","","","","Inductor"
"L6","1","2.2uH","","","","","https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-dr-high-power-density-high-efficiency-shielded-drum-core-power-inductors-data-sheet.pdf","283-DR73-2R2-RTR-ND","","DR73-2R2-R","FIXED IND 2.2UH 4.15A 16.5 MOHM"
"L7","1","40uH","","","","","https://www.bourns.com/docs/Product-Datasheets/SRP1265A.pdf","SRP1265A-6R8MTR-ND","","SRP1265A-6R8M","FIXED IND 6.8UH 11.5A 11.5 MOHM"
"L8","1","600 100MHz","","","","","https://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=19181","1934-1487-2-ND","","2508056017Y2","FERRITE BEAD 600 OHM 0805 3LN"
"L9","1","600 100MHz","","","","","https://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=19181","1934-1487-2-ND","","2508056017Y2","FERRITE BEAD 600 OHM 0805 3LN"
"Q1","1","BC847W","","","","Package_TO_SOT_SMD:SOT-323_SC-70","http://www.infineon.com/dgdl/Infineon-BC847SERIES_BC848SERIES_BC849SERIES_BC850SERIES-DS-v01_01-en.pdf?fileId=db3a304314dca389011541d4630a1657","","","","0.1A Ic, 45V Vce, NPN Transistor, SOT-323"
"Q2","1","FDMC8622","","","","8-PowerWDFN","https://www.onsemi.com/pdf/datasheet/fdmc8622-d.pdf","FDMC8622TR-ND","","FDMC8622","MOSFET N-CH 100V 4A/16A 8MLP"
"Q3","1","BC857W","","","","Package_TO_SOT_SMD:SOT-323_SC-70","http://www.infineon.com/dgdl/Infineon-BC857SERIES_BC858SERIES_BC859SERIES_BC860SERIES-DS-v01_01-en.pdf?fileId=db3a304314dca389011541da0e3a1661","","","","0.1A Ic, 45V Vce, PNP Small Signal Transistor, SOT-323"
"Q4","1","BC847W","","","","Package_TO_SOT_SMD:SOT-323_SC-70","http://www.infineon.com/dgdl/Infineon-BC847SERIES_BC848SERIES_BC849SERIES_BC850SERIES-DS-v01_01-en.pdf?fileId=db3a304314dca389011541d4630a1657","","","","0.1A Ic, 45V Vce, NPN Transistor, SOT-323"
"Q5","1","BC847W","","","","Package_TO_SOT_SMD:SOT-323_SC-70","http://www.infineon.com/dgdl/Infineon-BC847SERIES_BC848SERIES_BC849SERIES_BC850SERIES-DS-v01_01-en.pdf?fileId=db3a304314dca389011541d4630a1657","","","","0.1A Ic, 45V Vce, NPN Transistor, SOT-323"
"Q6","1","BC847W","","","","Package_TO_SOT_SMD:SOT-323_SC-70","http://www.infineon.com/dgdl/Infineon-BC847SERIES_BC848SERIES_BC849SERIES_BC850SERIES-DS-v01_01-en.pdf?fileId=db3a304314dca389011541d4630a1657","","","","0.1A Ic, 45V Vce, NPN Transistor, SOT-323"
"Q7","1","BC847W","","","","Package_TO_SOT_SMD:SOT-323_SC-70","http://www.infineon.com/dgdl/Infineon-BC847SERIES_BC848SERIES_BC849SERIES_BC850SERIES-DS-v01_01-en.pdf?fileId=db3a304314dca389011541d4630a1657","","","","0.1A Ic, 45V Vce, NPN Transistor, SOT-323"
"Q8","1","BC847W","","","","Package_TO_SOT_SMD:SOT-323_SC-70","http://www.infineon.com/dgdl/Infineon-BC847SERIES_BC848SERIES_BC849SERIES_BC850SERIES-DS-v01_01-en.pdf?fileId=db3a304314dca389011541d4630a1657","","","","0.1A Ic, 45V Vce, NPN Transistor, SOT-323"
"Q9","1","BC847W","","","","Package_TO_SOT_SMD:SOT-323_SC-70","http://www.infineon.com/dgdl/Infineon-BC847SERIES_BC848SERIES_BC849SERIES_BC850SERIES-DS-v01_01-en.pdf?fileId=db3a304314dca389011541d4630a1657","","","","0.1A Ic, 45V Vce, NPN Transistor, SOT-323"
"Q10","1","BC847W","","","","Package_TO_SOT_SMD:SOT-323_SC-70","http://www.infineon.com/dgdl/Infineon-BC847SERIES_BC848SERIES_BC849SERIES_BC850SERIES-DS-v01_01-en.pdf?fileId=db3a304314dca389011541d4630a1657","","","","0.1A Ic, 45V Vce, NPN Transistor, SOT-323"
"Q11","1","NSS40300MZ4T1G","","","","Package_TO_SOT_SMD:SOT-223-3_TabPin2","https://www.onsemi.com/pdf/datasheet/nss40300mz4-d.pdf","NSS40300MZ4T1GOSCT-ND","onsemi","NSS40300MZ4T1G","TRANS PNP 40V 3A SOT223"
"Q12","1","BC857W","","","","Package_TO_SOT_SMD:SOT-323_SC-70","http://www.infineon.com/dgdl/Infineon-BC857SERIES_BC858SERIES_BC859SERIES_BC860SERIES-DS-v01_01-en.pdf?fileId=db3a304314dca389011541da0e3a1661","","","","0.1A Ic, 45V Vce, PNP Small Signal Transistor, SOT-323"
"Q13","1","BC857W","","","","Package_TO_SOT_SMD:SOT-323_SC-70","http://www.infineon.com/dgdl/Infineon-BC857SERIES_BC858SERIES_BC859SERIES_BC860SERIES-DS-v01_01-en.pdf?fileId=db3a304314dca389011541da0e3a1661","","","","0.1A Ic, 45V Vce, PNP Small Signal Transistor, SOT-323"
"Q14","1","BC847W","","","","Package_TO_SOT_SMD:SOT-323_SC-70","http://www.infineon.com/dgdl/Infineon-BC847SERIES_BC848SERIES_BC849SERIES_BC850SERIES-DS-v01_01-en.pdf?fileId=db3a304314dca389011541d4630a1657","","","","0.1A Ic, 45V Vce, NPN Transistor, SOT-323"
"Q15","1","BC847W","","","","Package_TO_SOT_SMD:SOT-323_SC-70","http://www.infineon.com/dgdl/Infineon-BC847SERIES_BC848SERIES_BC849SERIES_BC850SERIES-DS-v01_01-en.pdf?fileId=db3a304314dca389011541d4630a1657","","","","0.1A Ic, 45V Vce, NPN Transistor, SOT-323"
"Q16","1","BC847W","","","","Package_TO_SOT_SMD:SOT-323_SC-70","http://www.infineon.com/dgdl/Infineon-BC847SERIES_BC848SERIES_BC849SERIES_BC850SERIES-DS-v01_01-en.pdf?fileId=db3a304314dca389011541d4630a1657","","","","0.1A Ic, 45V Vce, NPN Transistor, SOT-323"
"Q17","1","BC857W","","","","Package_TO_SOT_SMD:SOT-323_SC-70","http://www.infineon.com/dgdl/Infineon-BC857SERIES_BC858SERIES_BC859SERIES_BC860SERIES-DS-v01_01-en.pdf?fileId=db3a304314dca389011541da0e3a1661","","","","0.1A Ic, 45V Vce, PNP Small Signal Transistor, SOT-323"
"Q18","1","BC847W","","","","Package_TO_SOT_SMD:SOT-323_SC-70","http://www.infineon.com/dgdl/Infineon-BC847SERIES_BC848SERIES_BC849SERIES_BC850SERIES-DS-v01_01-en.pdf?fileId=db3a304314dca389011541d4630a1657","","","","0.1A Ic, 45V Vce, NPN Transistor, SOT-323"
"Q19","1","BC847W","","","","Package_TO_SOT_SMD:SOT-323_SC-70","http://www.infineon.com/dgdl/Infineon-BC847SERIES_BC848SERIES_BC849SERIES_BC850SERIES-DS-v01_01-en.pdf?fileId=db3a304314dca389011541d4630a1657","","","","0.1A Ic, 45V Vce, NPN Transistor, SOT-323"
"Q20","1","BC847W","","","","Package_TO_SOT_SMD:SOT-323_SC-70","http://www.infineon.com/dgdl/Infineon-BC847SERIES_BC848SERIES_BC849SERIES_BC850SERIES-DS-v01_01-en.pdf?fileId=db3a304314dca389011541d4630a1657","","","","0.1A Ic, 45V Vce, NPN Transistor, SOT-323"
"Q21","1","BC847W","","","","Package_TO_SOT_SMD:SOT-323_SC-70","http://www.infineon.com/dgdl/Infineon-BC847SERIES_BC848SERIES_BC849SERIES_BC850SERIES-DS-v01_01-en.pdf?fileId=db3a304314dca389011541d4630a1657","","","","0.1A Ic, 45V Vce, NPN Transistor, SOT-323"
"R1","1","1M","","","","","","","","","Resistor"
"R2","1","1.2M","","","","1206","https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rl_group_521_rohs_l.pdf","311-.025LWTR-ND","","RL1206FR-070R025L","RES 0.025 OHM 1% 1/4W 1206"
"R3","1","39.2k","","","","1206","https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rl_group_521_rohs_l.pdf","311-.025LWTR-ND","","RL1206FR-070R025L","RES 0.025 OHM 1% 1/4W 1206"
"R4","1","174k","","","","1206","https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rl_group_521_rohs_l.pdf","311-.025LWTR-ND","","RL1206FR-070R025L","RES 0.025 OHM 1% 1/4W 1206"
"R5","1","100k","","","","1206","https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rl_group_521_rohs_l.pdf","311-.025LWTR-ND","","RL1206FR-070R025L","RES 0.025 OHM 1% 1/4W 1206"
"R6","1","2M","","","","1206","https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rl_group_521_rohs_l.pdf","311-.025LWTR-ND","","RL1206FR-070R025L","RES 0.025 OHM 1% 1/4W 1206"
"R7","1","1k","","","","1206","https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rl_group_521_rohs_l.pdf","311-.025LWTR-ND","","RL1206FR-070R025L","RES 0.025 OHM 1% 1/4W 1206"
"R8","1","100k","","","","1206","https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rl_group_521_rohs_l.pdf","311-.025LWTR-ND","","RL1206FR-070R025L","RES 0.025 OHM 1% 1/4W 1206"
"R9","1","1.5M","","","","402","https://industrial.panasonic.com/cdbs/www-data/pdf/RDP0000/AOA0000C334.pdf","10-ERJ-U02J155XCT-ND","","ERJ-U02J155X","RES 1.5M OHM 5% 1/10W 0402"
"R10","1","1.5M","","","","402","https://industrial.panasonic.com/cdbs/www-data/pdf/RDP0000/AOA0000C334.pdf","10-ERJ-U02J155XCT-ND","","ERJ-U02J155X","RES 1.5M OHM 5% 1/10W 0402"
"R11","1","1.5M","","","","402","https://industrial.panasonic.com/cdbs/www-data/pdf/RDP0000/AOA0000C334.pdf","10-ERJ-U02J155XCT-ND","","ERJ-U02J155X","RES 1.5M OHM 5% 1/10W 0402"
"R12","1","1.5M","","","","402","https://industrial.panasonic.com/cdbs/www-data/pdf/RDP0000/AOA0000C334.pdf","10-ERJ-U02J155XCT-ND","","ERJ-U02J155X","RES 1.5M OHM 5% 1/10W 0402"
"R13","1","232","","","","402","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P232LTR-ND","","ERJ-2RKF2320X","RES SMD 232 OHM 1% 1/10W 0402"
"R14","1","909","","","","402","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P332LTR-ND","","ERJ-2RKF3320X","RES SMD 332 OHM 1% 1/10W 0402"
"R15","1","26.1k","","","","402","https://www.koaspeer.com/pdfs/RK73H.pdf","2019-RK73H1ETTP2612FTR-ND","","RK73H1ETTP2612F","RES 26.1K OHM 1% 1/10W 0402"
"R16","1","25m","","","","1206","https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rl_group_521_rohs_l.pdf","311-.025LWTR-ND","","RL1206FR-070R025L","RES 0.025 OHM 1% 1/4W 1206"
"R17","1","10k","","","","1206","https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rl_group_521_rohs_l.pdf","311-.025LWTR-ND","","RL1206FR-070R025L","RES 0.025 OHM 1% 1/4W 1206"
"R18","1","24.9k","","","","1206","https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rl_group_521_rohs_l.pdf","311-.025LWTR-ND","","RL1206FR-070R025L","RES 0.025 OHM 1% 1/4W 1206"
"R19","1","100k","","","","1206","https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rl_group_521_rohs_l.pdf","311-.025LWTR-ND","","RL1206FR-070R025L","RES 0.025 OHM 1% 1/4W 1206"
"R20","1","10k","","","","402","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P10.0KLTR-ND","","ERJ-2RKF1002X","RES SMD 10K OHM 1% 1/10W 0402"
"R21","1","100k","","","","1206","https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rl_group_521_rohs_l.pdf","311-.025LWTR-ND","","RL1206FR-070R025L","RES 0.025 OHM 1% 1/4W 1206"
"R22","1","10k","","","","1206","https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rl_group_521_rohs_l.pdf","311-.025LWTR-ND","","RL1206FR-070R025L","RES 0.025 OHM 1% 1/4W 1206"
"R23","1","10k","","","","1206","https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rl_group_521_rohs_l.pdf","311-.025LWTR-ND","","RL1206FR-070R025L","RES 0.025 OHM 1% 1/4W 1206"
"R24","1","10k","","","","1206","https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rl_group_521_rohs_l.pdf","311-.025LWTR-ND","","RL1206FR-070R025L","RES 0.025 OHM 1% 1/4W 1206"
"R25","1","180k","","","","1206","https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rl_group_521_rohs_l.pdf","311-.025LWTR-ND","","RL1206FR-070R025L","RES 0.025 OHM 1% 1/4W 1206"
"R26","1","10k","","","","1206","https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rl_group_521_rohs_l.pdf","311-.025LWTR-ND","","RL1206FR-070R025L","RES 0.025 OHM 1% 1/4W 1206"
"R27","1","10k","","","","1206","https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rl_group_521_rohs_l.pdf","311-.025LWTR-ND","","RL1206FR-070R025L","RES 0.025 OHM 1% 1/4W 1206"
"R28","1","10k","","","","1206","https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rl_group_521_rohs_l.pdf","311-.025LWTR-ND","","RL1206FR-070R025L","RES 0.025 OHM 1% 1/4W 1206"
"R29","1","100k","","","","1206","https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rl_group_521_rohs_l.pdf","311-.025LWTR-ND","","RL1206FR-070R025L","RES 0.025 OHM 1% 1/4W 1206"
"R30","1","150m","","","","0805","https://www.ohmite.com/assets/images/res-kdv.pdf","273-KDV08DR150ETCT-ND","Ohmite","KDV08DR150ET","RES 0.15 OHM 0.5% 1/4W 0805"
"R31","1","100","","","","","","","","","Resistor"
"R32","1","100","","","","","","","","","Resistor"
"R33","1","100","","","","","","","","","Resistor"
"R34","1","100","","","","","","","","","Resistor"
"R35","1","10k","","","","","","","","","Resistor"
"R36","1","1.5k","","","","","","","","","Resistor"
"R37","1","12.1k","","","","","","","","","Resistor"
"R38","1","330","","","","","","","","","Resistor"
"R39","1","330","","","","","","","","","Resistor"
"R40","1","4.75k","","","","","","","","","Resistor"
"R41","1","4.75k","","","","","","","","","Resistor"
"R42","1","49.9","","","","","","","","","Resistor"
"R43","1","49.9","","","","","","","","","Resistor"
"R44","1","49.9","","","","","","","","","Resistor"
"R45","1","49.9","","","","","","","","","Resistor"
"R46","1","1.5k","","","","","","","","","Resistor"
"R47","1","33.2k","","","","","","","","","Resistor"
"R48","1","50","","","","","","","","","Resistor"
"R49","1","10k","DNP","","","","","","","","Resistor"
"R50","1","10k","","","","","","","","","Resistor"
"R51","1","10k","","","","","","","","","Resistor"
"R52","1","10k","","","","","","","","","Resistor"
"R53","1","10k","","","","","","","","","Resistor"
"R54","1","10k","","","","","","","","","Resistor"
"R55","1","1k","","","","","","","","","Resistor"
"R56","1","10k","","","","","","","","","Resistor"
"R57","1","1.5k","","","","","","","","","Resistor"
"R58","1","10k","","","","","","","","","Resistor"
"R59","1","60.4","","","","","","","","","Resistor"
"R60","1","174","","","","","","","","","Resistor"
"R61","1","221","","","","","","","","","Resistor"
"R62","1","3.01k","","","","","","","","","Resistor"
"R63","1","10k","","","","","","","","","Resistor"
"R64","1","5.1k","","","","","","","","","Resistor"
"R65","1","1M","","","","","","","","","Resistor"
"R66","1","5.1k","","","","","","","","","Resistor"
"R67","1","121k","","","","","","","","","Resistor"
"R68","1","100k","","","","","","","","","Resistor"
"R69","1","100k","","","","","","","","","Resistor"
"R70","1","374","","","","","","","","","Resistor"
"R71","1","33.2k","","","","","","","","","Resistor"
"R72","1","500m","","","","0805","https://www.ohmite.com/assets/images/res-kdv.pdf","273-KDV08DR150ETCT-ND","Ohmite","KDV08DR150ET","RES 0.15 OHM 0.5% 1/4W 0805"
"R73","1","2.2k","","","","","","","","","Resistor"
"R74","1","10k","","","","","","","","","Resistor"
"R75","1","4.7k","","","","","","","","","Resistor"
"R76","1","220","","","","","","","","","Resistor"
"R77","1","3.3 1% 0.25W","","","","","","","","","Resistor"
"R78","1","100k","","","","","","","","","Resistor"
"R79","1","10k","","","","","","","","","Resistor"
"R80","1","100k","","","","","","","","","Resistor"
"R81","1","100k","","","","","","","","","Resistor"
"R82","1","100k","","","","","","","","","Resistor"
"R83","1","30k","","","","","","","","","Resistor"
"R84","1","10k","","","","","","","","","Resistor"
"R85","1","100k","","","","","","","","","Resistor"
"R86","1","11k","","","","","","","","","Resistor"
"R87","1","10k","","","","","","","","","Resistor"
"R88","1","10k","","","","402","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P10.0KLTR-ND","","ERJ-2RKF1002X","RES SMD 10K OHM 1% 1/10W 0402"
"R89","1","100m","","","","0805","https://www.ohmite.com/assets/images/res-kdv.pdf","273-KDV08DR150ETCT-ND","Ohmite","KDV08DR150ET","RES 0.15 OHM 0.5% 1/4W 0805"
"R90","1","200k","","","","402","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P200KLTR-ND","","ERJ-2RKF2003X","RES SMD 200K OHM 1% 1/10W 0402"
"R91","1","100k","","","","402","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P100KLTR-ND","","ERJ-2RKF1003X","RES SMD 100K OHM 1% 1/10W 0402"
"R92","1","10k","","","","402","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P10.0KLTR-ND","","ERJ-2RKF1002X","RES SMD 10K OHM 1% 1/10W 0402"
"R93","1","2.21k","","","","402","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P2.21KLTR-ND","","ERJ-2RKF2211X","RES SMD 2.21K OHM 1% 1/10W 0402"
"R94","1","6.81k","","","","402","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P6.81KLTR-ND","","ERJ-2RKF6811X","RES SMD 6.81K OHM 1% 1/10W 0402"
"R95","1","10k","","","","402","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P2.05KLTR-ND","","ERJ-2RKF2051X","RES SMD 2.05K OHM 1% 1/10W 0402"
"R96","1","24.9k","","","","402","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P24.9KLTR-ND","","ERJ-2RKF2492X","RES SMD 24.9K OHM 1% 1/10W 0402"
"R97","1","15k","","","","402","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P15.0KLTR-ND","","ERJ-2RKF1502X","RES SMD 15K OHM 1% 1/10W 0402"
"R98","1","2.05k","","","","402","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P2.05KLTR-ND","","ERJ-2RKF2051X","RES SMD 2.05K OHM 1% 1/10W 0402"
"R99","1","10k","","","","402","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P10.0KLTR-ND","","ERJ-2RKF1002X","RES SMD 10K OHM 1% 1/10W 0402"
"R100","1","2.2k","","","","402","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P2.20KLTR-ND","","ERJ-2RKF2201X","RES SMD 2.2K OHM 1% 1/10W 0402"
"R101","1","2.2","","","","402","https://industrial.panasonic.com/cdbs/www-data/pdf/RDP0000/AOA0000C334.pdf","10-ERJ-U02F2R20XTR-ND","","ERJ-U02F2R20X","RES 2.2 OHM 1% 1/10W 0402"
"R102","1","75m","","","","0805","https://www.ohmite.com/assets/images/res-kdv.pdf","273-KDV08DR150ETCT-ND","Ohmite","KDV08DR150ET","RES 0.15 OHM 0.5% 1/4W 0805"
